,0,1,2,3,4,5,6
27410,States,NNPS,I-NP,I-GPE,L-GPE,o,o
27411,",",",",o,o,o,o,o
27412,and,CC,I-NP,o,o,o,o
27413,frequently,RB,B-VP,o,o,o,o
27414,expressed,VBN,I-VP,o,o,o,o
27415,sympathies,NNS,B-NP,o,o,o,o
27416,with,IN,B-PP,o,o,o,o
27417,Soviet,JJ,B-NP,B-LOC,U-LOC,o,o
27418,policies,NNS,I-NP,o,o,o,o
27419,",",",",o,o,o,o,o
27420,earning,VBG,B-VP,o,o,o,o
27421,the,DT,B-NP,o,o,o,o
27422,ire,NN,I-NP,o,o,o,o
27423,of,IN,B-PP,o,o,o,o
27424,many,JJ,B-NP,o,o,o,o
27425,Indians,NNPS,I-NP,B-NORP,U-NORP,o,o
27426,by,IN,B-PP,o,o,o,o
27427,voting,NN,B-NP,o,o,o,o
27428,against,IN,B-PP,o,o,o,o
27429,a,DT,B-NP,o,o,o,o
27430,UN,NNP,I-NP,B-GPE,U-GPE,o,o
27431,resolution,NN,I-NP,o,o,o,o
27432,calling,VBG,B-VP,o,o,o,o
27433,for,IN,B-PP,o,o,o,o
27434,the,DT,B-NP,o,o,o,o
27435,USSR,NNP,I-NP,B-GPE,U-GPE,o,o
27436,to,TO,B-VP,o,o,o,o
27437,withdraw,VB,I-VP,o,o,o,o
27438,troops,NNS,B-NP,o,o,o,o
27439,from,IN,B-PP,o,o,o,o
27440,Hungary,NNP,B-NP,B-GPE,U-GPE,o,o
27441,",",",",o,o,o,o,o
27442,although,IN,B-SBAR,o,o,o,o
27443,he,PRP,B-NP,o,o,o,o
27444,reversed,VBD,B-VP,o,o,o,o
27445,his,PRP$,B-NP,o,o,o,o
27446,stance,NN,I-NP,o,o,o,o
27447,three,CD,B-NP,B-PERIOD,B-PERIOD,B-COUNT,o
27448,weeks,NNS,I-NP,I-PERIOD,L-PERIOD,o,o
27449,later,RB,B-ADVP,o,o,o,o
27450,under,IN,B-PP,o,o,o,o
27451,pressure,NN,B-NP,o,o,o,o
27452,from,IN,B-PP,o,o,o,o
27453,New,NNP,B-NP,B-GPE,B-GPE,o,o
27454,Delhi,NNP,I-NP,I-GPE,L-GPE,o,o
27455,.,.,o,o,o,o,o
27456,,,,,,,
27457,China,NNP,B-NP,B-GPE,U-GPE,o,o
27458,and,CC,I-NP,o,o,o,o
27459,the,DT,B-NP,o,o,o,o
27460,United,NNP,I-NP,B-GPE,B-GPE,o,o
27461,Nations,NNPS,I-NP,I-GPE,L-GPE,o,o
27462,[,(,o,o,o,o,o
27463,edit,VB,B-VP,o,o,o,o
27464,source,NN,B-NP,o,o,o,o
27465,|,NN,I-NP,o,o,o,o
27466,edit,VB,B-VP,o,o,o,o
27467,],),o,o,o,o,o
27468,Menon,NNP,B-NP,B-PERSON,U-PERSON,o,o
27469,also,RB,B-VP,o,o,o,o
27470,supported,VBD,I-VP,o,o,o,o
27471,the,DT,B-NP,o,o,o,o
27472,admission,NN,I-NP,o,o,o,o
27473,of,IN,B-PP,o,o,o,o
27474,China,NNP,B-NP,B-GPE,U-GPE,o,o
27475,to,TO,B-PP,o,o,o,o
27476,the,DT,B-NP,o,o,o,o
27477,United,NNP,I-NP,B-GPE,B-GPE,o,o
27478,Nations,NNPS,I-NP,I-GPE,L-GPE,o,o
27479,",",",",o,o,o,o,o
27480,which,WDT,B-NP,o,o,o,o
27481,earned,VBD,B-VP,o,o,o,o
27482,him,PRP,B-NP,o,o,o,o
27483,the,DT,B-NP,o,o,o,o
27484,enmity,NN,I-NP,o,o,o,o
27485,of,IN,B-PP,o,o,o,o
27486,many,JJ,B-NP,o,o,o,o
27487,American,JJ,I-NP,B-NORP,B-NORP,o,o
27488,statesmen,NNS,I-NP,I-NORP,L-NORP,o,o
27489,",",",",o,o,o,o,o
27490,including,VBG,B-PP,o,o,o,o
27491,Senator,NNP,B-NP,B-PERSON,B-PERSON,B-TITLE,o
27492,William,NNP,I-NP,I-PERSON,I-PERSON,o,o
27493,F.,NNP,I-NP,I-PERSON,I-PERSON,o,o
27494,Knowland,NNP,I-NP,I-PERSON,L-PERSON,o,o
27495,.,.,o,o,o,o,o
27496,,,,,,,
27497,In,IN,B-PP,o,o,o,o
27498,1955,CD,B-NP,B-YEAR,U-YEAR,o,o
27499,",",",",o,o,o,o,o
27500,Menon,NNP,B-NP,B-PERSON,U-PERSON,o,o
27501,intervened,VBD,B-VP,o,o,o,o
27502,in,IN,B-PP,o,o,o,o
27503,the,DT,B-NP,o,o,o,o
27504,case,NN,I-NP,o,o,o,o
27505,of,IN,B-PP,o,o,o,o
27506,several,JJ,B-NP,o,o,o,o
27507,American,JJ,I-NP,B-NORP,B-NORP,o,o
27508,airmen,NNS,I-NP,I-NORP,L-NORP,o,o
27509,who,WP,B-NP,o,o,o,o
27510,had,VBD,B-VP,o,o,o,o
27511,been,VBN,I-VP,o,o,o,o
27512,held,VBN,I-VP,o,o,o,o
27513,by,IN,B-PP,o,o,o,o
27514,China,NNP,B-NP,B-GPE,U-GPE,o,o
27515,",",",",o,o,o,o,o
27516,meeting,NN,B-VP,o,o,o,o
27517,with,IN,B-PP,o,o,o,o
27518,Chinese,JJ,B-NP,B-PERSON,B-PERSON,o,o
27519,premier,NN,I-NP,I-PERSON,I-PERSON,B-TITLE,o
27520,Zhou,NNP,I-NP,I-PERSON,I-PERSON,o,o
27521,En-Lai,NNP,I-NP,I-PERSON,L-PERSON,o,o
27522,before,IN,B-PP,o,o,o,o
27523,flying,VBG,B-VP,o,o,o,o
27524,to,TO,B-PP,o,o,o,o
27525,Washington,NNP,B-NP,B-GPE,U-GPE,o,o
27526,to,TO,B-VP,o,o,o,o
27527,confer,VB,I-VP,o,o,o,o
27528,with,IN,B-PP,o,o,o,o
27529,and,CC,I-PP,o,o,o,o
27530,counsel,NN,B-NP,o,o,o,o
27531,American,NNP,I-NP,B-PERSON,B-PERSON,o,o
27532,President,NNP,I-NP,I-PERSON,I-PERSON,B-TITLE,o
27533,Dwight,NNP,I-NP,I-PERSON,I-PERSON,o,o
27534,Eisenhower,NNP,I-NP,I-PERSON,L-PERSON,o,o
27535,and,CC,I-NP,o,o,o,o
27536,Secretary,NNP,I-NP,B-PERSON,B-PERSON,o,o
27537,of,IN,B-PP,I-PERSON,I-PERSON,o,o
27538,State,NNP,B-NP,I-PERSON,L-PERSON,o,o
27539,John,NNP,B-NP,B-PERSON,B-PERSON,o,o
27540,Foster,NNP,I-NP,I-PERSON,I-PERSON,o,o
27541,Dulles,NNP,I-NP,I-PERSON,L-PERSON,o,o
27542,",",",",o,o,o,o,o
27543,at,IN,B-PP,o,o,o,o
27544,the,DT,B-NP,o,o,o,o
27545,request,NN,I-NP,o,o,o,o
27546,of,IN,B-PP,o,o,o,o
27547,British,NNP,B-NP,B-PERSON,B-PERSON,o,o
27548,Prime,NNP,I-NP,I-PERSON,I-PERSON,B-TITLE,o
27549,Minister,NNP,I-NP,I-PERSON,I-PERSON,I-TITLE,o
27550,Anthony,NNP,I-NP,I-PERSON,I-PERSON,o,o
27551,Eden,NNP,I-NP,I-PERSON,L-PERSON,o,o
27552,.,.,o,o,o,o,o
27553,,,,,,,
27554,Soviet,NNP,B-NP,B-GPE,B-GPE,o,o
27555,Union,NNP,I-NP,I-GPE,L-GPE,o,o
27556,[,(,o,o,o,o,o
27557,edit,VB,B-VP,o,o,o,o
27558,source,NN,B-NP,o,o,o,o
27559,|,NN,I-NP,o,o,o,o
27560,edit,VB,B-VP,o,o,o,o
27561,],),o,o,o,o,o
27562,In,IN,B-PP,o,o,o,o
27563,1953,CD,B-NP,B-YEAR,U-YEAR,o,o
27564,",",",",o,o,o,o,o
27565,Menon,NNP,B-NP,B-PERSON,U-PERSON,o,o
27566,was,VBD,B-VP,o,o,o,o
27567,the,DT,B-NP,o,o,o,o
27568,last,JJ,I-NP,o,o,o,o
27569,foreign,JJ,I-NP,o,o,o,o
27570,official,NN,I-NP,o,o,o,o
27571,to,TO,B-VP,o,o,o,o
27572,visit,VB,I-VP,o,o,o,o
27573,Joseph,NNP,B-NP,B-PERSON,B-PERSON,o,o
27574,Stalin,NNP,I-NP,I-PERSON,L-PERSON,o,o
27575,before,IN,B-PP,o,o,o,o
27576,the,DT,B-NP,o,o,o,o
27577,latter's,NNS,I-NP,o,o,o,o
27578,death,NN,I-NP,o,o,o,o
27579,",",",",o,o,o,o,o
27580,meeting,NN,B-VP,o,o,o,o
27581,him,PRP,B-NP,o,o,o,o
27582,on,IN,B-PP,o,o,o,o
27583,17,CD,B-NP,B-DATE,B-DATE,o,o
27584,February,NNP,I-NP,I-DATE,L-DATE,B-MONTH,o
27585,during,IN,B-PP,o,o,o,o
27586,an,DT,B-NP,o,o,o,o
27587,executive,JJ,I-NP,o,o,o,o
27588,visit,NN,I-NP,o,o,o,o
27589,to,TO,B-PP,o,o,o,o
27590,the,DT,B-NP,o,o,o,o
27591,Soviet,NNP,I-NP,B-GPE,B-GPE,o,o
27592,Union,NNP,I-NP,I-GPE,L-GPE,o,o
27593,.,.,o,o,o,o,o
27594,,,,,,,
27595,Nuclear,JJ,B-NP,o,o,o,o
27596,disarmament,NN,I-NP,o,o,o,o
27597,[,(,o,o,o,o,o
27598,edit,VB,B-VP,o,o,o,o
27599,source,NN,B-NP,o,o,o,o
27600,|,NN,I-NP,o,o,o,o
27601,edit,VB,B-VP,o,o,o,o
27602,],),o,o,o,o,o
27603,Menon,NNP,B-NP,B-PERSON,U-PERSON,o,o
27604,was,VBD,B-VP,o,o,o,o
27605,a,DT,B-NP,o,o,o,o
27606,passionate,JJ,I-NP,o,o,o,o
27607,opponent,NN,I-NP,o,o,o,o
27608,of,IN,B-PP,o,o,o,o
27609,nuclear,JJ,B-NP,B-AMMUNITION,B-AMMUNITION,o,o
27610,weapons,NNS,I-NP,I-AMMUNITION,L-AMMUNITION,o,o
27611,",",",",o,o,o,o,o
27612,and,CC,I-NP,o,o,o,o
27613,partnered,VBN,B-VP,o,o,o,o
27614,with,IN,B-PP,o,o,o,o
27615,many,JJ,B-NP,o,o,o,o
27616,in,IN,B-PP,o,o,o,o
27617,his,PRP$,B-NP,o,o,o,o
27618,quest,NN,I-NP,o,o,o,o
27619,against,IN,B-PP,o,o,o,o
27620,their,PRP$,B-NP,o,o,o,o
27621,proliferation,NN,I-NP,o,o,o,o
27622,.,.,o,o,o,o,o
27623,,,,,,,
27624,Throughout,IN,B-PP,o,o,o,o
27625,the,DT,B-NP,o,o,o,o
27626,1950s,CD,I-NP,B-YEAR,U-YEAR,o,o
27627,",",",",o,o,o,o,o
27628,Menon,NNP,B-NP,B-PERSON,U-PERSON,o,o
27629,liased,VBD,B-VP,o,o,o,o
27630,with,IN,B-PP,o,o,o,o
27631,Bertrand,NNP,B-NP,B-PERSON,B-PERSON,o,o
27632,Russell,NNP,I-NP,I-PERSON,L-PERSON,o,o
27633,",",",",o,o,o,o,o
27634,with,IN,B-PP,o,o,o,o
27635,whom,WP,B-NP,o,o,o,o
27636,he,PRP,B-NP,o,o,o,o
27637,had,VBD,B-VP,o,o,o,o
27638,previously,RB,I-VP,o,o,o,o
27639,collaborated,VBN,I-VP,o,o,o,o
27640,in,IN,B-PP,o,o,o,o
27641,the,DT,B-NP,o,o,o,o
27642,India,NNP,I-NP,B-NORP,B-NORP,B-NATION,o
27643,League,NNP,I-NP,I-NORP,L-NORP,o,o
27644,.,.,o,o,o,o,o
27645,,,,,,,
27646,Suez,NNP,B-NP,B-GPE,U-GPE,o,o
27647,Crisis,NNP,I-NP,o,o,o,o
27648,[,(,o,o,o,o,o
27649,edit,VB,B-VP,o,o,o,o
27650,source,NN,B-NP,o,o,o,o
27651,|,NN,I-NP,o,o,o,o
27652,edit,VB,B-VP,o,o,o,o
27653,],),o,o,o,o,o
27654,During,IN,B-PP,o,o,o,o
27655,the,DT,B-NP,o,o,o,o
27656,Suez,NNP,I-NP,o,o,o,o
27657,Crisis,NNP,I-NP,o,o,o,o
27658,",",",",o,o,o,o,o
27659,Menon,NNP,B-NP,B-PERSON,U-PERSON,o,o
27660,attempted,VBD,B-VP,o,o,o,o
27661,to,TO,I-VP,o,o,o,o
27662,persuade,VB,I-VP,o,o,o,o
27663,a,DT,B-NP,o,o,o,o
27664,recalcitrant,JJ,I-NP,o,o,o,o
27665,Gamal,NNP,I-NP,B-PERSON,B-PERSON,o,o
27666,Nasser,NNP,I-NP,I-PERSON,L-PERSON,o,o
27667,to,TO,B-VP,o,o,o,o
27668,compromise,VB,I-VP,o,o,o,o
27669,with,IN,B-PP,o,o,o,o
27670,the,DT,B-NP,o,o,o,o
27671,West,NNP,I-NP,o,o,o,o
27672,",",",",o,o,o,o,o
27673,and,CC,I-NP,o,o,o,o
27674,was,VBD,B-VP,o,o,o,o
27675,instrumental,JJ,B-ADJP,o,o,o,o
27676,in,IN,B-PP,o,o,o,o
27677,moving,VBG,B-VP,o,o,o,o
27678,Western,JJ,B-NP,o,o,o,o
27679,powers,NNS,I-NP,o,o,o,o
27680,towards,IN,B-PP,o,o,o,o
27681,an,DT,B-NP,o,o,o,o
27682,awareness,NN,I-NP,o,o,o,o
27683,that,IN,B-SBAR,o,o,o,o
27684,Nasser,NNP,B-NP,B-PERSON,U-PERSON,o,o
27685,might,MD,B-VP,o,o,o,o
27686,prove,VB,I-VP,o,o,o,o
27687,willing,JJ,B-ADJP,o,o,o,o
27688,to,TO,B-VP,o,o,o,o
27689,compromise,VB,I-VP,o,o,o,o
27690,.,.,o,o,o,o,o
27691,,,,,,,
27692,During,IN,B-PP,o,o,o,o
27693,the,DT,B-NP,o,o,o,o
27694,emergency,NN,I-NP,o,o,o,o
27695,conference,NN,I-NP,o,o,o,o
27696,on,IN,B-PP,o,o,o,o
27697,Suez,NNP,B-NP,B-GPE,U-GPE,o,o
27698,convened,VBD,B-VP,o,o,o,o
27699,in,IN,B-PP,o,o,o,o
27700,London,NNP,B-NP,B-GPE,U-GPE,o,o
27701,",",",",o,o,o,o,o
27702,Menon,NNP,B-NP,B-PERSON,U-PERSON,o,o
27703,offered,VBD,B-VP,o,o,o,o
27704,a,DT,B-NP,o,o,o,o
27705,counterproposal,NN,I-NP,o,o,o,o
27706,to,TO,B-PP,o,o,o,o
27707,John,NNP,B-NP,B-PERSON,B-PERSON,o,o
27708,Foster,NNP,I-NP,I-PERSON,I-PERSON,o,o
27709,Dulles,NNP,I-NP,I-PERSON,L-PERSON,o,o
27710,plan,NN,I-NP,o,o,o,o
27711,for,IN,B-PP,o,o,o,o
27712,resolution,NN,B-NP,o,o,o,o
27713,",",",",o,o,o,o,o
27714,in,IN,B-PP,o,o,o,o
27715,which,WDT,B-NP,o,o,o,o
27716,Egypt,NNP,B-NP,B-GPE,U-GPE,o,o
27717,would,MD,B-VP,o,o,o,o
27718,be,VB,I-VP,o,o,o,o
27719,allowed,VBN,I-VP,o,o,o,o
27720,to,TO,I-VP,o,o,o,o
27721,retain,VB,I-VP,o,o,o,o
27722,control,NN,B-NP,o,o,o,o
27723,of,IN,B-PP,o,o,o,o
27724,the,DT,B-NP,o,o,o,o
27725,Suez,NNP,I-NP,B-MANMADE,B-MANMADE,B-CITY,o
27726,Canal,NNP,I-NP,I-MANMADE,L-MANMADE,o,o
27727,.,.,o,o,o,o,o
27728,,,,,,,
27729,Menon's,JJ,B-NP,o,o,o,o
27730,proposal,NN,I-NP,o,o,o,o
27731,was,VBD,B-VP,o,o,o,o
27732,initially,RB,I-VP,o,o,o,o
27733,estimated,VBN,I-VP,o,o,o,o
27734,by,IN,B-PP,o,o,o,o
27735,US,PRP,B-NP,B-NORP,B-NORP,B-NATION,o
27736,diplomats,NNS,B-NP,I-NORP,L-NORP,o,o
27737,to,TO,B-VP,o,o,o,o
27738,have,VB,I-VP,o,o,o,o
27739,more,JJR,B-NP,o,o,o,o
27740,support,NN,I-NP,o,o,o,o
27741,than,IN,B-PP,o,o,o,o
27742,the,DT,B-NP,o,o,o,o
27743,Dulles,NNP,I-NP,B-PERSON,U-PERSON,o,o
27744,plan,NN,I-NP,o,o,o,o
27745,",",",",o,o,o,o,o
27746,and,CC,I-NP,o,o,o,o
27747,was,VBD,B-VP,o,o,o,o
27748,widely,RB,I-VP,o,o,o,o
27749,viewed,VBN,I-VP,o,o,o,o
27750,as,IN,B-PP,o,o,o,o
27751,an,DT,B-NP,o,o,o,o
27752,attempt,NN,I-NP,o,o,o,o
27753,to,TO,B-VP,o,o,o,o
27754,hybridise,VB,I-VP,o,o,o,o
27755,the,DT,B-NP,o,o,o,o
27756,Dulles,NNP,I-NP,B-PERSON,U-PERSON,o,o
27757,plan,NN,I-NP,o,o,o,o
27758,with,IN,B-PP,o,o,o,o
27759,Egypt's,NNP,B-NP,B-GPE,U-GPE,o,o
27760,claims,NNS,I-NP,o,o,o,o
27761,.,.,o,o,o,o,o
27762,,,,,,,
27763,Ultimately,RB,B-ADVP,o,o,o,o
27764,",",",",o,o,o,o,o
27765,the,DT,B-NP,o,o,o,o
27766,Dulles,NNP,I-NP,B-PERSON,U-PERSON,o,o
27767,plan,NN,I-NP,o,o,o,o
27768,passed,VBN,B-VP,o,o,o,o
27769,",",",",o,o,o,o,o
27770,with,IN,B-PP,o,o,o,o
27771,Menon,NNP,B-NP,B-PERSON,U-PERSON,o,o
27772,voting,NN,I-NP,o,o,o,o
27773,against,IN,B-PP,o,o,o,o
27774,",",",",o,o,o,o,o
27775,alongside,IN,B-PP,o,o,o,o
27776,Russia,NNP,B-NP,B-GPE,U-GPE,o,o
27777,",",",",o,o,o,o,o
27778,Indonesia,NNP,B-NP,B-LOC,U-LOC,o,o
27779,and,CC,I-NP,o,o,o,o
27780,Sri,NNP,B-NP,B-GPE,B-GPE,o,o
27781,Lanka,NNP,I-NP,I-GPE,L-GPE,o,o
27782,.,.,o,o,o,o,o
27783,,,,,,,
27784,Menon,NNP,B-NP,B-PERSON,U-PERSON,o,o
27785,",",",",o,o,o,o,o
27786,however,RB,B-ADVP,o,o,o,o
27787,",",",",o,o,o,o,o
27788,markedly,RB,B-ADVP,o,o,o,o
27789,softened,VBD,B-VP,o,o,o,o
27790,his,PRP$,B-NP,o,o,o,o
27791,opposition,NN,I-NP,o,o,o,o
27792,in,IN,B-PP,o,o,o,o
27793,the,DT,B-NP,o,o,o,o
27794,final,JJ,I-NP,o,o,o,o
27795,hours,NNS,I-NP,o,o,o,o
27796,",",",",o,o,o,o,o
27797,leaving,VBG,B-VP,o,o,o,o
27798,only,RB,B-NP,o,o,o,o
27799,Soviet,NNP,I-NP,B-PERSON,B-PERSON,B-NATION,o
27800,Foreign,NNP,I-NP,I-PERSON,I-PERSON,B-TITLE,o
27801,Minister,NNP,I-NP,I-PERSON,I-PERSON,I-TITLE,o
27802,Dimitri,NNP,I-NP,I-PERSON,I-PERSON,o,o
27803,Shepilov,NNP,I-NP,I-PERSON,L-PERSON,o,o
27804,in,IN,B-PP,o,o,o,o
27805,absolute,JJ,B-NP,o,o,o,o
27806,contraposition,NN,I-NP,o,o,o,o
27807,.,.,o,o,o,o,o
27808,,,,,,,
27809,Krishna,NNP,B-NP,B-PERSON,B-PERSON,o,o
27810,Menon,NNP,I-NP,I-PERSON,L-PERSON,B-FAMILYNAME,o
27811,became,VBD,B-VP,o,o,o,o
27812,a,DT,B-NP,o,o,o,o
27813,member,NN,I-NP,o,o,o,o
27814,of,IN,B-PP,o,o,o,o
27815,the,DT,B-NP,o,o,o,o
27816,Rajya,NNP,I-NP,B-ORG,B-ORG,o,o
27817,Sabha,NNP,I-NP,I-ORG,L-ORG,o,o
27818,in,IN,B-PP,o,o,o,o
27819,1953,CD,B-NP,B-YEAR,U-YEAR,o,o
27820,from,IN,B-PP,o,o,o,o
27821,Madras,NNP,B-NP,B-GPE,U-GPE,o,o
27822,.,.,o,o,o,o,o
27823,,,,,,,
27824,In,IN,B-PP,o,o,o,o
27825,1956,CD,B-NP,B-YEAR,U-YEAR,o,o
27826,",",",",o,o,o,o,o
27827,he,PRP,B-NP,o,o,o,o
27828,joined,VBD,B-VP,o,o,o,o
27829,the,DT,B-NP,o,o,o,o
27830,Union,NNP,I-NP,o,o,o,o
27831,Cabinet,NNP,I-NP,o,o,o,o
27832,as,IN,B-PP,o,o,o,o
27833,Minister,NNP,B-NP,o,o,o,o
27834,without,IN,B-PP,o,o,o,o
27835,Portfolio,NNP,B-NP,o,o,o,o
27836,and,CC,I-NP,o,o,o,o
27837,was,VBD,B-VP,o,o,o,o
27838,made,VBN,I-VP,o,o,o,o
27839,Minister,NNP,B-NP,B-PERSON,B-PERSON,o,o
27840,of,IN,B-PP,I-PERSON,I-PERSON,o,o
27841,Defence,NN,B-NP,I-PERSON,L-PERSON,o,o
27842,in,IN,B-PP,o,o,o,o
27843,April,NNP,B-NP,B-DATE,B-DATE,B-MONTH,o
27844,1957,CD,I-NP,I-DATE,L-DATE,B-YEAR,o
27845,",",",",o,o,o,o,o
27846,after,IN,B-PP,o,o,o,o
27847,winning,VBG,B-VP,o,o,o,o
27848,the,DT,B-NP,o,o,o,o
27849,North,NNP,I-NP,B-GPE,B-GPE,o,o
27850,Bombay,NNP,I-NP,I-GPE,L-GPE,o,o
27851,seat,NN,I-NP,o,o,o,o
27852,to,TO,B-PP,o,o,o,o
27853,the,DT,B-NP,o,o,o,o
27854,Lok,NNP,I-NP,B-ORG,B-ORG,o,o
27855,Sabha,NNP,I-NP,I-ORG,L-ORG,o,o
27856,.,.,o,o,o,o,o
27857,,,,,,,
27858,Menon,NNP,B-NP,B-PERSON,U-PERSON,o,o
27859,was,VBD,B-VP,o,o,o,o
27860,a,DT,B-NP,o,o,o,o
27861,substantially,RB,I-NP,o,o,o,o
27862,more,RBR,I-NP,o,o,o,o
27863,powerful,JJ,I-NP,o,o,o,o
27864,and,CC,I-NP,o,o,o,o
27865,high-profile,JJ,I-NP,o,o,o,o
27866,figure,NN,I-NP,o,o,o,o
27867,than,IN,B-PP,o,o,o,o
27868,his,PRP$,B-NP,o,o,o,o
27869,predecessors,NNS,I-NP,o,o,o,o
27870,",",",",o,o,o,o,o
27871,and,CC,I-NP,o,o,o,o
27872,brought,VBD,B-VP,o,o,o,o
27873,with,IN,B-PP,o,o,o,o
27874,him,PRP,B-NP,o,o,o,o
27875,a,DT,B-NP,o,o,o,o
27876,degree,NN,I-NP,o,o,o,o
27877,of,IN,B-PP,o,o,o,o
27878,governmental,JJ,B-NP,o,o,o,o
27879,",",",",o,o,o,o,o
27880,public,JJ,B-ADJP,o,o,o,o
27881,",",",",o,o,o,o,o
27882,and,CC,B-ADJP,o,o,o,o
27883,international,JJ,B-NP,o,o,o,o
27884,attention,NN,I-NP,o,o,o,o
27885,that,IN,B-SBAR,o,o,o,o
27886,India's,NNP,B-NP,B-GPE,U-GPE,o,o
27887,military,NN,I-NP,o,o,o,o
27888,had,VBD,B-VP,o,o,o,o
27889,not,RB,I-VP,o,o,o,o
27890,previously,RB,I-VP,o,o,o,o
27891,known,VBN,I-VP,o,o,o,o
27892,.,.,o,o,o,o,o
27893,,,,,,,
27894,He,PRP,B-NP,o,o,o,o
27895,upended,JJ,B-VP,o,o,o,o
27896,the,DT,B-NP,o,o,o,o
27897,seniority,NN,I-NP,o,o,o,o
27898,system,NN,I-NP,o,o,o,o
27899,within,IN,B-PP,o,o,o,o
27900,the,DT,B-NP,o,o,o,o
27901,army,NN,I-NP,o,o,o,o
27902,",",",",o,o,o,o,o
27903,replacing,VBG,B-VP,o,o,o,o
27904,it,PRP,B-NP,o,o,o,o
27905,with,IN,B-PP,o,o,o,o
27906,a,DT,B-NP,o,o,o,o
27907,merit-based,JJ,I-NP,o,o,o,o
27908,method,NN,I-NP,o,o,o,o
27909,of,IN,B-PP,o,o,o,o
27910,promotion,NN,B-NP,o,o,o,o
27911,",",",",o,o,o,o,o
27912,and,CC,I-NP,o,o,o,o
27913,extensively,RB,B-VP,o,o,o,o
27914,restructured,VBN,I-VP,o,o,o,o
27915,much,NN,B-NP,o,o,o,o
27916,of,IN,B-PP,o,o,o,o
27917,India's,NNP,B-NP,B-GPE,U-GPE,o,o
27918,military,JJ,I-NP,o,o,o,o
27919,command,NN,I-NP,o,o,o,o
27920,system,NN,I-NP,o,o,o,o
27921,",",",",o,o,o,o,o
27922,eventually,RB,B-VP,o,o,o,o
27923,leading,VBG,I-VP,o,o,o,o
27924,to,TO,B-PP,o,o,o,o
27925,the,DT,B-NP,o,o,o,o
27926,resignation,NN,I-NP,o,o,o,o
27927,of,IN,B-PP,o,o,o,o
27928,the,DT,B-NP,o,o,o,o
27929,Chief,NNP,I-NP,o,o,o,o
27930,of,IN,B-PP,o,o,o,o
27931,the,DT,B-NP,o,o,o,o
27932,Army,NNP,I-NP,o,o,o,o
27933,Staff,NNP,I-NP,o,o,o,o
27934,",",",",o,o,o,o,o
27935,General,NNP,B-NP,B-PERSON,B-PERSON,B-TITLE,o
27936,K.S.,NNP,I-NP,I-PERSON,I-PERSON,o,o
27937,Thimayya,NNP,I-NP,I-PERSON,L-PERSON,o,o
27938,.,.,o,o,o,o,o
27939,,,,,,,
27940,Critics,NNS,B-NP,o,o,o,o
27941,accused,VBD,B-VP,o,o,o,o
27942,Menon,NNP,B-NP,B-PERSON,U-PERSON,o,o
27943,of,IN,B-PP,o,o,o,o
27944,disregarding,VBG,B-VP,o,o,o,o
27945,tradition,NN,B-NP,o,o,o,o
27946,in,IN,B-PP,o,o,o,o
27947,favour,NN,B-NP,o,o,o,o
27948,of,IN,B-PP,o,o,o,o
27949,personal,JJ,B-NP,o,o,o,o
27950,caprice,NN,I-NP,o,o,o,o
27951,;,:,o,o,o,o,o
27952,Menon,NNP,B-NP,B-PERSON,U-PERSON,o,o
27953,countered,VBD,B-VP,o,o,o,o
27954,that,IN,B-SBAR,o,o,o,o
27955,he,PRP,B-NP,o,o,o,o
27956,was,VBD,B-VP,o,o,o,o
27957,seeking,VBG,I-VP,o,o,o,o
27958,to,TO,I-VP,o,o,o,o
27959,improve,VB,I-VP,o,o,o,o
27960,the,DT,B-NP,o,o,o,o
27961,efficiency,NN,I-NP,o,o,o,o
27962,of,IN,B-PP,o,o,o,o
27963,the,DT,B-NP,o,o,o,o
27964,military,NN,I-NP,o,o,o,o
27965,.,.,o,o,o,o,o
27966,,,,,,,
27967,Menon,NNP,B-NP,B-PERSON,U-PERSON,o,o
27968,",",",",o,o,o,o,o
27969,in,IN,B-PP,o,o,o,o
27970,the,DT,B-NP,o,o,o,o
27971,face,NN,I-NP,o,o,o,o
27972,of,IN,B-PP,o,o,o,o
27973,intense,JJ,B-NP,o,o,o,o
27974,opposition,NN,I-NP,o,o,o,o
27975,",",",",o,o,o,o,o
27976,also,RB,B-ADVP,o,o,o,o
27977,began,VBD,B-VP,o,o,o,o
27978,the,DT,B-NP,o,o,o,o
27979,creation,NN,I-NP,o,o,o,o
27980,of,IN,B-PP,o,o,o,o
27981,a,DT,B-NP,o,o,o,o
27982,domestic,JJ,I-NP,o,o,o,o
27983,military,JJ,I-NP,o,o,o,o
27984,industrial,JJ,I-NP,o,o,o,o
27985,complex,JJ,I-NP,o,o,o,o
27986,to,TO,B-VP,o,o,o,o
27987,supply,VB,I-VP,o,o,o,o
27988,the,DT,B-NP,o,o,o,o
27989,Indian,NNP,I-NP,B-PARAMILITARY,B-PARAMILITARY,o,o
27990,armed,VBN,I-NP,I-PARAMILITARY,I-PARAMILITARY,o,o
27991,forces,NNS,I-NP,I-PARAMILITARY,L-PARAMILITARY,o,o
27992,with,IN,B-PP,o,o,o,o
27993,weaponry,NN,B-NP,o,o,o,o
27994,and,CC,I-NP,o,o,o,o
27995,provisions,NNS,I-NP,o,o,o,o
27996,.,.,o,o,o,o,o
27997,,,,,,,
27998,Invasion,NNP,B-NP,o,o,o,o
